6.96,6.96,,,,,,
5.07,5.07,,,,,,
0.87,0.87,,,,,,
37.72,37.72,,,,,,
13.91,13.91,,,,,,
0.7,0.7,,,,,,
13.35,13.35,,,,,,
22.5,22.5,,,,,,
34.22,34.22,,,,,,
8.28,8.28,,,,,,
2.85,2.85,,,,,,
15.3,15.3,,,,,,
0.6,0.6,,,,,,
2.43,2.43,,,,,,
6.96,6.96,,,,,,
4.81,4.81,,,,,,
0.19,0.19,,,,,,
0.32,0.32,,,,,,
0.39,0.39,,,,,,
4.56,4.56,,,,,,
2.87,2.87,,,,,,
0.19,0.19,,,,,,
1.84,1.84,,,,,,
26.8,26.8,,,,,,
12.31,12.31,,,,,,
5.03,5.03,,,,,,
4.6,4.6,,,,,,
0.2,0.2,,,,,,
34.17,34.17,,,,,,
26.19,26.19,,,,,,
1.56,1.56,,,,,,
0.59,0.59,,,,,,
39.58,39.58,,,,,,
15.52,15.52,,,,,,
5.09,5.09,,,,,,
18.58,18.58,,,,,,
4.55,4.55,,,,,,
14.44,14.44,,,,,,
3.66,3.66,,,,,,
2.29,2.29,,,,,,
0.26,0.26,,,,,,
3.28,3.28,,,,,,
1.58,1.58,,,,,,
13.11,13.11,,,,,,
4.58,4.58,,,,,,
0.05,0.05,,,,,,
0.6,0.6,,,,,,
3.65,3.65,,,,,,
0.17,0.17,,,,,,
0.16,0.16,,,,,,
0,0,,,,,,
0.12,0.12,,,,,,
0.01,0.01,,,,,,
0.97,0.97,,,,,,
0.01,0.01,,,,,,
0.11,0.11,,,,,,
0.05,0.05,,,,,,
1.33,1.33,,,,,,
9.04,9.04,,,,,,
