1.79,1.79,,,,,,,,
1.41,1.41,,,,,,,,
1.9,1.9,,,,,,,,
2.22,2.22,,,,,,,,
2.17,2.17,,,,,,,,
0.91,0.91,,,,,,,,
1.66,1.66,,,,,,,,
1.86,1.86,,,,,,,,
2.98,2.98,,,,,,,,
3.24,3.24,,,,,,,,
2.6,2.6,,,,,,,,
2.94,2.94,,,,,,,,
2.78,2.78,,,,,,,,
2.42,2.42,,,,,,,,
2.83,2.83,,,,,,,,
4.17,4.17,,,,,,,,
4.56,4.56,,,,,,,,
3.69,3.69,,,,,,,,
2.8,2.8,,,,,,,,
2.79,2.79,,,,,,,,
4.08,4.08,,,,,,,,
3.87,3.87,,,,,,,,
4.13,4.13,,,,,,,,
3.94,3.94,,,,,,,,
4.19,4.19,,,,,,,,
4.36,4.36,,,,,,,,
4.24,4.24,,,,,,,,
4.75,4.75,,,,,,,,
3.96,3.96,,,,,,,,
2.17,2.17,,,,,,,,
2.12,2.12,,,,,,,,
2.61,2.61,,,,,,,,
3.26,3.26,,,,,,,,
2.8,2.8,,,,,,,,
3.38,3.38,,,,,,,,
4,4,,,,,,,,
3.15,3.15,,,,,,,,
1.39,1.39,,,,,,,,
2.71,2.71,,,,,,,,
3.31,3.31,,,,,,,,
2.25,2.25,,,,,,,,
2.8,2.8,,,,,,,,
3.47,3.47,,,,,,,,
3.59,3.59,,,,,,,,
3.52,3.52,,,,,,,,
2.12,2.12,,,,,,,,
3,3,,,,,,,,
2.17,2.17,,,,,,,,
3.49,3.49,,,,,,,,
1.83,1.83,,,,,,,,
3.47,3.47,,,,,,,,
2.26,2.26,,,,,,,,
2.08,2.08,,,,,,,,
3.52,3.52,,,,,,,,
3.94,3.94,,,,,,,,
3.39,3.39,,,,,,,,
4.23,4.23,,,,,,,,
3.88,3.88,,,,,,,,
4.73,4.73,,,,,,,,
3.62,3.62,,,,,,,,
3.01,3.01,,,,,,,,
3.25,3.25,,,,,,,,
3.33,3.33,,,,,,,,
3.51,3.51,,,,,,,,
2.22,2.22,,,,,,,,
0.85,0.85,,,,,,,,
2.68,2.68,,,,,,,,
3.58,3.58,,,,,,,,
2.92,2.92,,,,,,,,
1.85,1.85,,,,,,,,
2.98,2.98,,,,,,,,
3.81,3.81,,,,,,,,
2.3,2.3,,,,,,,,
2.35,2.35,,,,,,,,
2.6,2.6,,,,,,,,
2.89,2.89,,,,,,,,
2.6,2.6,,,,,,,,
2.49,2.49,,,,,,,,
1.73,1.73,,,,,,,,
2.64,2.64,,,,,,,,
2.16,2.16,,,,,,,,
2.35,2.35,,,,,,,,
2.56,2.56,,,,,,,,
2.48,2.48,,,,,,,,
2.45,2.45,,,,,,,,
1.83,1.83,,,,,,,,
2.7,2.7,,,,,,,,
2.57,2.57,,,,,,,,
1.12,1.12,,,,,,,,
1,1,,,,,,,,
1.33,1.33,,,,,,,,
1.15,1.15,,,,,,,,
2.2,2.2,,,,,,,,
1.4,1.4,,,,,,,,
1.94,1.94,,,,,,,,
2.45,2.45,,,,,,,,
1.38,1.38,,,,,,,,
2.14,2.14,,,,,,,,
1.84,1.84,,,,,,,,
1.83,1.83,,,,,,,,
1.73,1.73,,,,,,,,
1.63,1.63,,,,,,,,
2.08,2.08,,,,,,,,
2.38,2.38,,,,,,,,
2.46,2.46,,,,,,,,
2.46,2.46,,,,,,,,
2.06,2.06,,,,,,,,
1.74,1.74,,,,,,,,
1.48,1.48,,,,,,,,
1.85,1.85,,,,,,,,
1.81,1.81,,,,,,,,
1.77,1.77,,,,,,,,
2.36,2.36,,,,,,,,
1.72,1.72,,,,,,,,
0.92,0.92,,,,,,,,
1.03,1.03,,,,,,,,
2.02,2.02,,,,,,,,
1.76,1.76,,,,,,,,
1.35,1.35,,,,,,,,
1.7,1.7,,,,,,,,
1.35,1.35,,,,,,,,
1.23,1.23,,,,,,,,
0.92,0.92,,,,,,,,
1.09,1.09,,,,,,,,
0.87,0.87,,,,,,,,
1.14,1.14,,,,,,,,
0.93,0.93,,,,,,,,
1.17,1.17,,,,,,,,
1.1,1.1,,,,,,,,
1.5,1.5,,,,,,,,
1.08,1.08,,,,,,,,
1.42,1.42,,,,,,,,
1.32,1.32,,,,,,,,
1.33,1.33,,,,,,,,
1.44,1.44,,,,,,,,
1.39,1.39,,,,,,,,
0.94,0.94,,,,,,,,
0.62,0.62,,,,,,,,
0.46,0.46,,,,,,,,
0.62,0.62,,,,,,,,
0.52,0.52,,,,,,,,
0.57,0.57,,,,,,,,
0.64,0.64,,,,,,,,
0.58,0.58,,,,,,,,
1.16,1.16,,,,,,,,
0.79,0.79,,,,,,,,
1.74,1.74,,,,,,,,
1.24,1.24,,,,,,,,
0.53,0.53,,,,,,,,
0.41,0.41,,,,,,,,
0.94,0.94,,,,,,,,
1.19,1.19,,,,,,,,
0.36,0.36,,,,,,,,
0.57,0.57,,,,,,,,
0.05,0.05,,,,,,,,
0.31,0.31,,,,,,,,
0.87,0.87,,,,,,,,
0.94,0.94,,,,,,,,
0.72,0.72,,,,,,,,
0.79,0.79,,,,,,,,
0.44,0.44,,,,,,,,
0.47,0.47,,,,,,,,
0.33,0.33,,,,,,,,
0.61,0.61,,,,,,,,
0.62,0.62,,,,,,,,
0.35,0.35,,,,,,,,
0.46,0.46,,,,,,,,
0.27,0.27,,,,,,,,
0.67,0.67,,,,,,,,
0.68,0.68,,,,,,,,
0.77,0.77,,,,,,,,
0.27,0.27,,,,,,,,
0.29,0.29,,,,,,,,
0.23,0.23,,,,,,,,
0.34,0.34,,,,,,,,
0.44,0.44,,,,,,,,
0.33,0.33,,,,,,,,
0.27,0.27,,,,,,,,
0.21,0.21,,,,,,,,
0.31,0.31,,,,,,,,
0.18,0.18,,,,,,,,
0.2,0.2,,,,,,,,
0.1,0.1,,,,,,,,
0.12,0.12,,,,,,,,
0.54,0.54,,,,,,,,
0.09,0.09,,,,,,,,
0.13,0.13,,,,,,,,
0.17,0.17,,,,,,,,
0.86,0.86,,,,,,,,
0.49,0.49,,,,,,,,
0.36,0.36,,,,,,,,
0.42,0.42,,,,,,,,
0.18,0.18,,,,,,,,
0.56,0.56,,,,,,,,
0.58,0.58,,,,,,,,
0.22,0.22,,,,,,,,
0.84,0.84,,,,,,,,
0.77,0.77,,,,,,,,
0.49,0.49,,,,,,,,
0.08,0.08,,,,,,,,
0.42,0.42,,,,,,,,
0.15,0.15,,,,,,,,
0.07,0.07,,,,,,,,
0.2,0.2,,,,,,,,
0.24,0.24,,,,,,,,
0.62,0.62,,,,,,,,
0.64,0.64,,,,,,,,
0.29,0.29,,,,,,,,
0.63,0.63,,,,,,,,
0.6,0.6,,,,,,,,
0.53,0.53,,,,,,,,
0.31,0.31,,,,,,,,
0.12,0.12,,,,,,,,
0.56,0.56,,,,,,,,
0.27,0.27,,,,,,,,
0.07,0.07,,,,,,,,
0.15,0.15,,,,,,,,
0.46,0.46,,,,,,,,
0.32,,,,,,,,,
0.57,,,,,,,,,
0.14,,,,,,,,,
0.11,,,,,,,,,
0.43,,,,,,,,,
0.37,,,,,,,,,
0.53,,,,,,,,,
0.48,,,,,,,,,
0.34,,,,,,,,,
0.72,,,,,,,,,
0.97,,,,,,,,,
0.44,,,,,,,,,
0.35,,,,,,,,,
0.54,,,,,,,,,
0.99,,,,,,,,,
0.41,,,,,,,,,
0.28,,,,,,,,,
0.34,,,,,,,,,
0.36,,,,,,,,,
0.41,,,,,,,,,
0.23,,,,,,,,,
0.18,,,,,,,,,
0.2,,,,,,,,,
0.68,,,,,,,,,
0.37,,,,,,,,,
0.59,,,,,,,,,
0.46,,,,,,,,,
0.62,,,,,,,,,
0.68,,,,,,,,,
0.81,,,,,,,,,
0.79,,,,,,,,,
1.08,,,,,,,,,
0.25,,,,,,,,,
0.5,,,,,,,,,
0.68,,,,,,,,,
0.52,,,,,,,,,
0.96,,,,,,,,,
0.72,,,,,,,,,
0.56,,,,,,,,,
0.43,,,,,,,,,
0.3,,,,,,,,,
0.56,,,,,,,,,
0.65,,,,,,,,,
0.5,,,,,,,,,
0.52,,,,,,,,,
0.45,,,,,,,,,
0.59,,,,,,,,,
0.96,,,,,,,,,
0.96,,,,,,,,,
0.37,,,,,,,,,
0.49,,,,,,,,,
0.94,,,,,,,,,
0.2,,,,,,,,,
0.88,,,,,,,,,
1.26,,,,,,,,,
0.37,,,,,,,,,
0.79,,,,,,,,,
0.95,,,,,,,,,
0.51,,,,,,,,,
1.14,,,,,,,,,
1.27,,,,,,,,,
1.05,,,,,,,,,
1.39,,,,,,,,,
0.87,,,,,,,,,
1.26,,,,,,,,,
1.12,,,,,,,,,
0.68,,,,,,,,,
0.25,,,,,,,,,
1.2,,,,,,,,,
0.63,,,,,,,,,
0.38,,,,,,,,,
0.69,,,,,,,,,
1.07,,,,,,,,,
0.89,,,,,,,,,
0.53,,,,,,,,,
1.19,,,,,,,,,
1.64,,,,,,,,,
1.12,,,,,,,,,
1.29,,,,,,,,,
1.79,,,,,,,,,
1.42,,,,,,,,,
0.57,,,,,,,,,
1.41,,,,,,,,,
1.54,,,,,,,,,
1.66,,,,,,,,,
0.79,,,,,,,,,
0.72,,,,,,,,,
0.62,,,,,,,,,
1.11,,,,,,,,,
2.38,,,,,,,,,
1.48,,,,,,,,,
0.46,,,,,,,,,
0.59,,,,,,,,,
1.45,,,,,,,,,
1.49,,,,,,,,,
2.48,,,,,,,,,
2.18,,,,,,,,,
2.65,,,,,,,,,
2.85,,,,,,,,,
1.85,,,,,,,,,
2.49,,,,,,,,,
1.62,,,,,,,,,
1.9,,,,,,,,,
2.26,,,,,,,,,
2.36,,,,,,,,,
2.81,,,,,,,,,
2.07,,,,,,,,,
3.21,,,,,,,,,
2.54,,,,,,,,,
3.12,,,,,,,,,
3.74,,,,,,,,,
3.86,,,,,,,,,
2.35,,,,,,,,,
0.95,,,,,,,,,
1.03,,,,,,,,,
1.84,,,,,,,,,
2.25,,,,,,,,,
2.36,,,,,,,,,
2.32,,,,,,,,,
2.67,,,,,,,,,
1.46,,,,,,,,,
0.7,,,,,,,,,
1.15,,,,,,,,,
1.7,,,,,,,,,
1.81,,,,,,,,,
1.85,,,,,,,,,
1.96,,,,,,,,,
0.79,,,,,,,,,
2.06,,,,,,,,,
1.21,,,,,,,,,
2.5,,,,,,,,,
2.96,,,,,,,,,
2.93,,,,,,,,,
1.48,,,,,,,,,
2,,,,,,,,,
3.19,,,,,,,,,
2.03,,,,,,,,,
2.07,,,,,,,,,
2.37,,,,,,,,,
2.93,,,,,,,,,
2.92,,,,,,,,,
1.4,,,,,,,,,
3.14,,,,,,,,,
1.47,,,,,,,,,
1.89,,,,,,,,,
2.73,,,,,,,,,
2.55,,,,,,,,,
2.97,,,,,,,,,
2.42,,,,,,,,,
2.31,,,,,,,,,
2.24,,,,,,,,,
1.63,,,,,,,,,
1.91,,,,,,,,,
3.34,,,,,,,,,
3.47,,,,,,,,,
2.9,,,,,,,,,
3.53,,,,,,,,,
3.83,,,,,,,,,
4.31,,,,,,,,,
3.66,,,,,,,,,
3.95,,,,,,,,,
3.44,,,,,,,,,
1.16,,,,,,,,,
1.58,,,,,,,,,
2.66,,,,,,,,,
2.79,,,,,,,,,
3.13,,,,,,,,,
1.36,,,,,,,,,
3.55,,,,,,,,,
3.45,,,,,,,,,
1.75,,,,,,,,,
2.82,,,,,,,,,
2.41,,,,,,,,,
3.42,,,,,,,,,
3.12,,,,,,,,,
3.46,,,,,,,,,
2.03,,,,,,,,,
2.7,,,,,,,,,
2.01,,,,,,,,,
3.35,,,,,,,,,
5.45,,,,,,,,,
2.83,,,,,,,,,
2.44,,,,,,,,,
3.43,,,,,,,,,
3.49,,,,,,,,,
2.81,,,,,,,,,
1.86,,,,,,,,,
2.78,,,,,,,,,
2.21,,,,,,,,,
3.56,,,,,,,,,
3.41,,,,,,,,,
2.79,,,,,,,,,
1.35,,,,,,,,,
1.24,,,,,,,,,
0.78,,,,,,,,,
2.38,,,,,,,,,
2.07,,,,,,,,,
2.46,,,,,,,,,
2.9,,,,,,,,,
3.07,,,,,,,,,
1.89,,,,,,,,,
2.8,,,,,,,,,
3.05,,,,,,,,,
1.7,,,,,,,,,
0.69,,,,,,,,,
3.35,,,,,,,,,
1.45,,,,,,,,,
1.99,,,,,,,,,
3,,,,,,,,,
2.71,,,,,,,,,
3.34,,,,,,,,,
3.39,,,,,,,,,
1.71,,,,,,,,,
3.3,,,,,,,,,
2.41,,,,,,,,,
2.3,,,,,,,,,
1.42,,,,,,,,,
2.38,,,,,,,,,
2.64,,,,,,,,,
3.69,,,,,,,,,
1.43,,,,,,,,,
1.85,,,,,,,,,
1.82,,,,,,,,,
3.03,,,,,,,,,
0.96,,,,,,,,,
1.27,,,,,,,,,
2.58,,,,,,,,,
2.28,,,,,,,,,
2.48,,,,,,,,,
2.74,,,,,,,,,
0.91,,,,,,,,,
1.01,,,,,,,,,
0.93,,,,,,,,,
1.66,,,,,,,,,
1.47,,,,,,,,,
1.21,,,,,,,,,
1.13,,,,,,,,,
2.03,,,,,,,,,
2.15,,,,,,,,,
2.17,,,,,,,,,
1.68,,,,,,,,,
0.76,,,,,,,,,
1.55,,,,,,,,,
2.21,,,,,,,,,
1.91,,,,,,,,,
1.49,,,,,,,,,
1.78,,,,,,,,,
1.61,,,,,,,,,
2.33,,,,,,,,,
2.16,,,,,,,,,
1.83,,,,,,,,,
1.94,,,,,,,,,
2.47,,,,,,,,,
1.23,,,,,,,,,
1.81,,,,,,,,,
1.58,,,,,,,,,
1.12,,,,,,,,,
1.23,,,,,,,,,
1.21,,,,,,,,,
1.4,,,,,,,,,
1.38,,,,,,,,,
1.48,,,,,,,,,
1.02,,,,,,,,,
1.27,,,,,,,,,
1.45,,,,,,,,,
1.05,,,,,,,,,
1.59,,,,,,,,,
1.59,,,,,,,,,
1.72,,,,,,,,,
1.76,,,,,,,,,
1.94,,,,,,,,,
2.07,,,,,,,,,
2.21,,,,,,,,,
